Item Name,ID,Max Stack Size,Has Block,Creative Tabs,Block Loot Behavior,No Loot Table,Override Loot Source Block,Vanilla Loot Method,Loot Drop Field,Included
Ladder,ladder,64,Yes,functional_blocks,default,No,,drop_self,,Yes
Lantern,lantern,64,Yes,functional_blocks,default,No,,custom,,Yes
Lapis Block,lapis_block,64,Yes,building_blocks,default,No,,drop_self,,Yes
Lapis Lazuli,lapis_lazuli,64,No,ingredients,,No,,,,Yes
Lapis Ore,lapis_ore,64,Yes,natural_blocks,default,No,,custom,,Yes
Large Amethyst Bud,large_amethyst_bud,64,Yes,natural_blocks,default,No,,drop_when_silk_touch,,Yes
Large Fern,large_fern,64,Yes,natural_blocks,default,No,,custom,,Yes
Lava Bucket,lava_bucket,1,No,tools_and_utilities,,No,,,,No
Lead,lead,64,No,tools_and_utilities,,No,,,,Yes
Leaf Litter,leaf_litter,64,Yes,natural_blocks,default,No,,custom,,Yes
Leather,leather,64,No,ingredients,,No,,,,Yes
Leather Boots,leather_boots,1,No,combat,,No,,,,No
Leather Chestplate,leather_chestplate,1,No,combat,,No,,,,No
Leather Helmet,leather_helmet,1,No,combat,,No,,,,No
Leather Horse Armor,leather_horse_armor,1,No,combat,,No,,,,No
Leather Leggings,leather_leggings,1,No,combat,,No,,,,No
Lectern,lectern,64,Yes,functional_blocks; redstone_blocks,default,No,,drop_self,,Yes
Lever,lever,64,Yes,redstone_blocks,default,No,,drop_self,,Yes
Light,light,64,Yes,op_blocks,no_loot_table,Yes,,,,No
Light Blue Banner,light_blue_banner,16,Yes,colored_blocks; functional_blocks,default,No,,custom,,Yes
Light Blue Bed,light_blue_bed,1,Yes,colored_blocks; functional_blocks,default,No,,custom,,No
Light Blue Bundle,light_blue_bundle,1,No,tools_and_utilities,,No,,,,No
Light Blue Candle,light_blue_candle,64,Yes,colored_blocks; functional_blocks,default,No,,custom,,Yes
Light Blue Carpet,light_blue_carpet,64,Yes,colored_blocks,default,No,,drop_self,,Yes
Light Blue Concrete,light_blue_concrete,64,Yes,colored_blocks,default,No,,drop_self,,Yes
Light Blue Concrete Powder,light_blue_concrete_powder,64,Yes,colored_blocks,default,No,,drop_self,,Yes
Light Blue Dye,light_blue_dye,64,No,ingredients,,No,,,,Yes
Light Blue Glazed Terracotta,light_blue_glazed_terracotta,64,Yes,colored_blocks,default,No,,drop_self,,Yes
Light Blue Harness,light_blue_harness,1,No,tools_and_utilities,,No,,,,No
Light Blue Shulker Box,light_blue_shulker_box,1,Yes,colored_blocks; functional_blocks,default,No,,custom,,No
Light Blue Stained Glass,light_blue_stained_glass,64,Yes,colored_blocks,default,No,,drop_when_silk_touch,,Yes
Light Blue Stained Glass Pane,light_blue_stained_glass_pane,64,Yes,colored_blocks,default,No,,drop_when_silk_touch,,Yes
Light Blue Terracotta,light_blue_terracotta,64,Yes,colored_blocks,default,No,,drop_self,,Yes
Light Blue Wool,light_blue_wool,64,Yes,colored_blocks,default,No,,drop_self,,Yes
Light Gray Banner,light_gray_banner,16,Yes,colored_blocks; functional_blocks,default,No,,custom,,Yes
Light Gray Bed,light_gray_bed,1,Yes,colored_blocks; functional_blocks,default,No,,custom,,No
Light Gray Bundle,light_gray_bundle,1,No,tools_and_utilities,,No,,,,No
Light Gray Candle,light_gray_candle,64,Yes,colored_blocks; functional_blocks,default,No,,custom,,Yes
Light Gray Carpet,light_gray_carpet,64,Yes,colored_blocks,default,No,,drop_self,,Yes
Light Gray Concrete,light_gray_concrete,64,Yes,colored_blocks,default,No,,drop_self,,Yes
Light Gray Concrete Powder,light_gray_concrete_powder,64,Yes,colored_blocks,default,No,,drop_self,,Yes
Light Gray Dye,light_gray_dye,64,No,ingredients,,No,,,,Yes
Light Gray Glazed Terracotta,light_gray_glazed_terracotta,64,Yes,colored_blocks,default,No,,drop_self,,Yes
Light Gray Harness,light_gray_harness,1,No,tools_and_utilities,,No,,,,No
Light Gray Shulker Box,light_gray_shulker_box,1,Yes,colored_blocks; functional_blocks,default,No,,custom,,No
Light Gray Stained Glass,light_gray_stained_glass,64,Yes,colored_blocks,default,No,,drop_when_silk_touch,,Yes
Light Gray Stained Glass Pane,light_gray_stained_glass_pane,64,Yes,colored_blocks,default,No,,drop_when_silk_touch,,Yes
Light Gray Terracotta,light_gray_terracotta,64,Yes,colored_blocks,default,No,,drop_self,,Yes
Light Gray Wool,light_gray_wool,64,Yes,colored_blocks,default,No,,drop_self,,Yes
Light Weighted Pressure Plate,light_weighted_pressure_plate,64,Yes,building_blocks; redstone_blocks,default,No,,drop_self,,Yes
Lightning Rod,lightning_rod,64,Yes,functional_blocks; redstone_blocks,default,No,,drop_self,,Yes
Lilac,lilac,64,Yes,natural_blocks,default,No,,custom,,Yes
Lily Of The Valley,lily_of_the_valley,64,Yes,natural_blocks,default,No,,drop_self,,Yes
Lily Pad,lily_pad,64,Yes,natural_blocks,default,No,,drop_self,,Yes
Lime Banner,lime_banner,16,Yes,colored_blocks; functional_blocks,default,No,,custom,,Yes
Lime Bed,lime_bed,1,Yes,colored_blocks; functional_blocks,default,No,,custom,,No
Lime Bundle,lime_bundle,1,No,tools_and_utilities,,No,,,,No
Lime Candle,lime_candle,64,Yes,colored_blocks; functional_blocks,default,No,,custom,,Yes
Lime Carpet,lime_carpet,64,Yes,colored_blocks,default,No,,drop_self,,Yes
Lime Concrete,lime_concrete,64,Yes,colored_blocks,default,No,,drop_self,,Yes
Lime Concrete Powder,lime_concrete_powder,64,Yes,colored_blocks,default,No,,drop_self,,Yes
Lime Dye,lime_dye,64,No,ingredients,,No,,,,Yes
Lime Glazed Terracotta,lime_glazed_terracotta,64,Yes,colored_blocks,default,No,,drop_self,,Yes
Lime Harness,lime_harness,1,No,tools_and_utilities,,No,,,,No
Lime Shulker Box,lime_shulker_box,1,Yes,colored_blocks; functional_blocks,default,No,,custom,,No
Lime Stained Glass,lime_stained_glass,64,Yes,colored_blocks,default,No,,drop_when_silk_touch,,Yes
Lime Stained Glass Pane,lime_stained_glass_pane,64,Yes,colored_blocks,default,No,,drop_when_silk_touch,,Yes
Lime Terracotta,lime_terracotta,64,Yes,colored_blocks,default,No,,drop_self,,Yes
Lime Wool,lime_wool,64,Yes,colored_blocks,default,No,,drop_self,,Yes
Lingering Potion,lingering_potion,1,No,food_and_drinks,,No,,,,No
Llama Spawn Egg,llama_spawn_egg,64,No,spawn_eggs,,No,,,,No
Lodestone,lodestone,64,Yes,functional_blocks,default,No,,drop_self,,Yes
Loom,loom,64,Yes,functional_blocks,default,No,,drop_self,,Yes
Mace,mace,1,No,combat,,No,,,,No
Magenta Banner,magenta_banner,16,Yes,colored_blocks; functional_blocks,default,No,,custom,,Yes
Magenta Bed,magenta_bed,1,Yes,colored_blocks; functional_blocks,default,No,,custom,,No
Magenta Bundle,magenta_bundle,1,No,tools_and_utilities,,No,,,,No
Magenta Candle,magenta_candle,64,Yes,colored_blocks; functional_blocks,default,No,,custom,,Yes
Magenta Carpet,magenta_carpet,64,Yes,colored_blocks,default,No,,drop_self,,Yes
Magenta Concrete,magenta_concrete,64,Yes,colored_blocks,default,No,,drop_self,,Yes
Magenta Concrete Powder,magenta_concrete_powder,64,Yes,colored_blocks,default,No,,drop_self,,Yes
Magenta Dye,magenta_dye,64,No,ingredients,,No,,,,Yes
Magenta Glazed Terracotta,magenta_glazed_terracotta,64,Yes,colored_blocks,default,No,,drop_self,,Yes
Magenta Harness,magenta_harness,1,No,tools_and_utilities,,No,,,,No
Magenta Shulker Box,magenta_shulker_box,1,Yes,colored_blocks; functional_blocks,default,No,,custom,,No
Magenta Stained Glass,magenta_stained_glass,64,Yes,colored_blocks,default,No,,drop_when_silk_touch,,Yes
Magenta Stained Glass Pane,magenta_stained_glass_pane,64,Yes,colored_blocks,default,No,,drop_when_silk_touch,,Yes
Magenta Terracotta,magenta_terracotta,64,Yes,colored_blocks,default,No,,drop_self,,Yes
Magenta Wool,magenta_wool,64,Yes,colored_blocks,default,No,,drop_self,,Yes
Magma Block,magma_block,64,Yes,natural_blocks; functional_blocks,default,No,,drop_self,,Yes
Magma Cream,magma_cream,64,No,ingredients,,No,,,,Yes
Magma Cube Spawn Egg,magma_cube_spawn_egg,64,No,spawn_eggs,,No,,,,No
Mangrove Boat,mangrove_boat,1,No,tools_and_utilities,,No,,,,No
Mangrove Button,mangrove_button,64,Yes,building_blocks,default,No,,drop_self,,Yes
Mangrove Chest Boat,mangrove_chest_boat,1,No,tools_and_utilities,,No,,,,No
Mangrove Door,mangrove_door,64,Yes,building_blocks,default,No,,custom,,Yes
Mangrove Fence,mangrove_fence,64,Yes,building_blocks,default,No,,drop_self,,Yes
Mangrove Fence Gate,mangrove_fence_gate,64,Yes,building_blocks,default,No,,drop_self,,Yes
Mangrove Hanging Sign,mangrove_hanging_sign,16,Yes,functional_blocks,default,No,,drop_self,,Yes
Mangrove Leaves,mangrove_leaves,64,Yes,natural_blocks,default,No,,custom,,Yes
Mangrove Log,mangrove_log,64,Yes,building_blocks; natural_blocks,default,No,,drop_self,,Yes
Mangrove Planks,mangrove_planks,64,Yes,building_blocks,default,No,,drop_self,,Yes
Mangrove Pressure Plate,mangrove_pressure_plate,64,Yes,building_blocks,default,No,,drop_self,,Yes
Mangrove Propagule,mangrove_propagule,64,Yes,natural_blocks,default,No,,custom,,Yes
Mangrove Roots,mangrove_roots,64,Yes,natural_blocks,default,No,,drop_self,,Yes
Mangrove Sign,mangrove_sign,16,Yes,functional_blocks,default,No,,drop_self,,Yes
Mangrove Slab,mangrove_slab,64,Yes,building_blocks,default,No,,custom,,Yes
Mangrove Stairs,mangrove_stairs,64,Yes,building_blocks,default,No,,drop_self,,Yes
Mangrove Trapdoor,mangrove_trapdoor,64,Yes,building_blocks,default,No,,drop_self,,Yes
Mangrove Wood,mangrove_wood,64,Yes,building_blocks,default,No,,drop_self,,Yes
Map,map,64,No,tools_and_utilities,,No,,,,Yes
Medium Amethyst Bud,medium_amethyst_bud,64,Yes,natural_blocks,default,No,,drop_when_silk_touch,,Yes
Melon,melon,64,Yes,natural_blocks,default,No,,custom,,Yes
Melon Seeds,melon_seeds,64,No,natural_blocks,,No,,,,Yes
Melon Slice,melon_slice,64,No,food_and_drinks,,No,,,,Yes
Milk Bucket,milk_bucket,1,No,tools_and_utilities; food_and_drinks,,No,,,,No
Minecart,minecart,1,No,redstone_blocks; tools_and_utilities,,No,,,,No
Miner Pottery Sherd,miner_pottery_sherd,64,No,ingredients,,No,,,,Yes
Mojang Banner Pattern,mojang_banner_pattern,1,No,ingredients,,No,,,,No
Mooshroom Spawn Egg,mooshroom_spawn_egg,64,No,spawn_eggs,,No,,,,No
Moss Block,moss_block,64,Yes,natural_blocks,default,No,,drop_self,,Yes
Moss Carpet,moss_carpet,64,Yes,natural_blocks,default,No,,drop_self,,Yes
Mossy Cobblestone,mossy_cobblestone,64,Yes,building_blocks,default,No,,drop_self,,Yes
Mossy Cobblestone Slab,mossy_cobblestone_slab,64,Yes,building_blocks,default,No,,custom,,Yes
Mossy Cobblestone Stairs,mossy_cobblestone_stairs,64,Yes,building_blocks,default,No,,drop_self,,Yes
Mossy Cobblestone Wall,mossy_cobblestone_wall,64,Yes,building_blocks,default,No,,drop_self,,Yes
Mossy Stone Brick Slab,mossy_stone_brick_slab,64,Yes,building_blocks,default,No,,custom,,Yes
Mossy Stone Brick Stairs,mossy_stone_brick_stairs,64,Yes,building_blocks,default,No,,drop_self,,Yes
Mossy Stone Brick Wall,mossy_stone_brick_wall,64,Yes,building_blocks,default,No,,drop_self,,Yes
Mossy Stone Bricks,mossy_stone_bricks,64,Yes,building_blocks,default,No,,drop_self,,Yes
Mourner Pottery Sherd,mourner_pottery_sherd,64,No,ingredients,,No,,,,Yes
Mud,mud,64,Yes,natural_blocks,default,No,,drop_self,,Yes
Mud Brick Slab,mud_brick_slab,64,Yes,building_blocks,default,No,,custom,,Yes
Mud Brick Stairs,mud_brick_stairs,64,Yes,building_blocks,default,No,,drop_self,,Yes
Mud Brick Wall,mud_brick_wall,64,Yes,building_blocks,default,No,,drop_self,,Yes
Mud Bricks,mud_bricks,64,Yes,building_blocks,default,No,,drop_self,,Yes
Muddy Mangrove Roots,muddy_mangrove_roots,64,Yes,natural_blocks,default,No,,drop_self,,Yes
Mule Spawn Egg,mule_spawn_egg,64,No,spawn_eggs,,No,,,,No
Mushroom Stem,mushroom_stem,64,Yes,natural_blocks,default,No,,drop_when_silk_touch,,Yes
Mushroom Stew,mushroom_stew,1,No,food_and_drinks,,No,,,,No
Music Disc 5,music_disc_5,1,No,tools_and_utilities,,No,,,,No
Music Disc 11,music_disc_11,1,No,tools_and_utilities,,No,,,,No
Music Disc 13,music_disc_13,1,No,tools_and_utilities,,No,,,,No
Music Disc Blocks,music_disc_blocks,1,No,tools_and_utilities,,No,,,,No
Music Disc Cat,music_disc_cat,1,No,tools_and_utilities,,No,,,,No
Music Disc Chirp,music_disc_chirp,1,No,tools_and_utilities,,No,,,,No
Music Disc Creator,music_disc_creator,1,No,tools_and_utilities,,No,,,,No
Music Disc Creator Music Box,music_disc_creator_music_box,1,No,tools_and_utilities,,No,,,,No
Music Disc Far,music_disc_far,1,No,tools_and_utilities,,No,,,,No
Music Disc Lava Chicken,music_disc_lava_chicken,1,No,tools_and_utilities,,No,,,,No
Music Disc Mall,music_disc_mall,1,No,tools_and_utilities,,No,,,,No
Music Disc Mellohi,music_disc_mellohi,1,No,tools_and_utilities,,No,,,,No
Music Disc Otherside,music_disc_otherside,1,No,tools_and_utilities,,No,,,,No
Music Disc Pigstep,music_disc_pigstep,1,No,tools_and_utilities,,No,,,,No
Music Disc Precipice,music_disc_precipice,1,No,tools_and_utilities,,No,,,,No
Music Disc Relic,music_disc_relic,1,No,tools_and_utilities,,No,,,,No
Music Disc Stal,music_disc_stal,1,No,tools_and_utilities,,No,,,,No
Music Disc Strad,music_disc_strad,1,No,tools_and_utilities,,No,,,,No
Music Disc Tears,music_disc_tears,1,No,tools_and_utilities,,No,,,,No
Music Disc Wait,music_disc_wait,1,No,tools_and_utilities,,No,,,,No
Music Disc Ward,music_disc_ward,1,No,tools_and_utilities,,No,,,,No
Mutton,mutton,64,No,food_and_drinks,,No,,,,Yes
Mycelium,mycelium,64,Yes,natural_blocks,default,No,,custom,,Yes
Name Tag,name_tag,64,No,tools_and_utilities,,No,,,,Yes
Nautilus Shell,nautilus_shell,64,No,ingredients,,No,,,,Yes
Nether Brick,nether_brick,64,No,ingredients,,No,,,,Yes
Nether Brick Fence,nether_brick_fence,64,Yes,building_blocks,default,No,,drop_self,,Yes
Nether Brick Slab,nether_brick_slab,64,Yes,building_blocks,default,No,,custom,,Yes
Nether Brick Stairs,nether_brick_stairs,64,Yes,building_blocks,default,No,,drop_self,,Yes
Nether Brick Wall,nether_brick_wall,64,Yes,building_blocks,default,No,,drop_self,,Yes
Nether Bricks,nether_bricks,64,Yes,building_blocks,default,No,,drop_self,,Yes
Nether Gold Ore,nether_gold_ore,64,Yes,natural_blocks,default,No,,custom,,Yes
Nether Quartz Ore,nether_quartz_ore,64,Yes,natural_blocks,default,No,,custom,,Yes
Nether Sprouts,nether_sprouts,64,Yes,natural_blocks,default,No,,custom,,Yes
Nether Star,nether_star,64,No,ingredients,,No,,,,Yes
Nether Wart,nether_wart,64,No,natural_blocks; ingredients,,No,,,,Yes
Nether Wart Block,nether_wart_block,64,Yes,natural_blocks,default,No,,drop_self,,Yes
Netherite Axe,netherite_axe,1,No,tools_and_utilities; combat,,No,,,,No
Netherite Block,netherite_block,64,Yes,building_blocks,default,No,,drop_self,,Yes
Netherite Boots,netherite_boots,1,No,combat,,No,,,,No
Netherite Chestplate,netherite_chestplate,1,No,combat,,No,,,,No
Netherite Helmet,netherite_helmet,1,No,combat,,No,,,,No
Netherite Hoe,netherite_hoe,1,No,tools_and_utilities,,No,,,,No
Netherite Ingot,netherite_ingot,64,No,ingredients,,No,,,,Yes
Netherite Leggings,netherite_leggings,1,No,combat,,No,,,,No
Netherite Pickaxe,netherite_pickaxe,1,No,tools_and_utilities,,No,,,,No
Netherite Scrap,netherite_scrap,64,No,ingredients,,No,,,,Yes
Netherite Shovel,netherite_shovel,1,No,tools_and_utilities,,No,,,,No
Netherite Sword,netherite_sword,1,No,combat,,No,,,,No
Netherite Upgrade Smithing Template,netherite_upgrade_smithing_template,64,No,ingredients,,No,,,,Yes
Netherrack,netherrack,64,Yes,building_blocks; natural_blocks,default,No,,drop_self,,Yes
Note Block,note_block,64,Yes,functional_blocks; redstone_blocks,default,No,,drop_self,,Yes
Oak Boat,oak_boat,1,No,tools_and_utilities,,No,,,,No
Oak Button,oak_button,64,Yes,building_blocks; redstone_blocks,default,No,,drop_self,,Yes
Oak Chest Boat,oak_chest_boat,1,No,redstone_blocks; tools_and_utilities,,No,,,,No
Oak Door,oak_door,64,Yes,building_blocks; redstone_blocks,default,No,,custom,,Yes
Oak Fence,oak_fence,64,Yes,building_blocks,default,No,,drop_self,,Yes
Oak Fence Gate,oak_fence_gate,64,Yes,building_blocks; redstone_blocks,default,No,,drop_self,,Yes
Oak Hanging Sign,oak_hanging_sign,16,Yes,functional_blocks,default,No,,drop_self,,Yes
Oak Leaves,oak_leaves,64,Yes,natural_blocks,default,No,,custom,,Yes
Oak Log,oak_log,64,Yes,building_blocks; natural_blocks,default,No,,drop_self,,Yes
Oak Planks,oak_planks,64,Yes,building_blocks,default,No,,drop_self,,Yes
Oak Pressure Plate,oak_pressure_plate,64,Yes,building_blocks; redstone_blocks,default,No,,drop_self,,Yes
Oak Sapling,oak_sapling,64,Yes,natural_blocks,default,No,,drop_self,,Yes
Oak Sign,oak_sign,16,Yes,functional_blocks,default,No,,drop_self,,Yes
Oak Slab,oak_slab,64,Yes,building_blocks,default,No,,custom,,Yes
Oak Stairs,oak_stairs,64,Yes,building_blocks,default,No,,drop_self,,Yes
Oak Trapdoor,oak_trapdoor,64,Yes,building_blocks; redstone_blocks,default,No,,drop_self,,Yes
Oak Wood,oak_wood,64,Yes,building_blocks,default,No,,drop_self,,Yes
Observer,observer,64,Yes,redstone_blocks,default,No,,drop_self,,Yes
Obsidian,obsidian,64,Yes,natural_blocks,default,No,,drop_self,,Yes
Ocelot Spawn Egg,ocelot_spawn_egg,64,No,spawn_eggs,,No,,,,No
Ochre Froglight,ochre_froglight,64,Yes,natural_blocks; functional_blocks,default,No,,drop_self,,Yes
Ominous Bottle,ominous_bottle,64,No,,,No,,,,Yes
Ominous Trial Key,ominous_trial_key,64,No,ingredients,,No,,,,Yes
Open Eyeblossom,open_eyeblossom,64,Yes,natural_blocks,default,No,,drop_self,,Yes
Orange Banner,orange_banner,16,Yes,colored_blocks; functional_blocks,default,No,,custom,,Yes
Orange Bed,orange_bed,1,Yes,colored_blocks; functional_blocks,default,No,,custom,,No
Orange Bundle,orange_bundle,1,No,tools_and_utilities,,No,,,,No
Orange Candle,orange_candle,64,Yes,colored_blocks; functional_blocks,default,No,,custom,,Yes
Orange Carpet,orange_carpet,64,Yes,colored_blocks,default,No,,drop_self,,Yes
Orange Concrete,orange_concrete,64,Yes,colored_blocks,default,No,,drop_self,,Yes
Orange Concrete Powder,orange_concrete_powder,64,Yes,colored_blocks,default,No,,drop_self,,Yes
Orange Dye,orange_dye,64,No,ingredients,,No,,,,Yes
Orange Glazed Terracotta,orange_glazed_terracotta,64,Yes,colored_blocks,default,No,,drop_self,,Yes
Orange Harness,orange_harness,1,No,tools_and_utilities,,No,,,,No
Orange Shulker Box,orange_shulker_box,1,Yes,colored_blocks; functional_blocks,default,No,,custom,,No
Orange Stained Glass,orange_stained_glass,64,Yes,colored_blocks,default,No,,drop_when_silk_touch,,Yes
Orange Stained Glass Pane,orange_stained_glass_pane,64,Yes,colored_blocks,default,No,,drop_when_silk_touch,,Yes
Orange Terracotta,orange_terracotta,64,Yes,colored_blocks,default,No,,drop_self,,Yes
Orange Tulip,orange_tulip,64,Yes,natural_blocks,default,No,,drop_self,,Yes
Orange Wool,orange_wool,64,Yes,colored_blocks,default,No,,drop_self,,Yes
Oxeye Daisy,oxeye_daisy,64,Yes,natural_blocks,default,No,,drop_self,,Yes
Oxidized Chiseled Copper,oxidized_chiseled_copper,64,Yes,building_blocks,default,No,,drop_self,,Yes
Oxidized Copper,oxidized_copper,64,Yes,building_blocks,default,No,,drop_self,,Yes
Oxidized Copper Bulb,oxidized_copper_bulb,64,Yes,building_blocks; functional_blocks,default,No,,drop_self,,Yes
Oxidized Copper Door,oxidized_copper_door,64,Yes,building_blocks,default,No,,custom,,Yes
Oxidized Copper Grate,oxidized_copper_grate,64,Yes,building_blocks,default,No,,drop_self,,Yes
Oxidized Copper Trapdoor,oxidized_copper_trapdoor,64,Yes,building_blocks,default,No,,drop_self,,Yes
Oxidized Cut Copper,oxidized_cut_copper,64,Yes,building_blocks,default,No,,drop_self,,Yes
Oxidized Cut Copper Slab,oxidized_cut_copper_slab,64,Yes,building_blocks,default,No,,custom,,Yes
Oxidized Cut Copper Stairs,oxidized_cut_copper_stairs,64,Yes,building_blocks,default,No,,drop_self,,Yes
Packed Ice,packed_ice,64,Yes,natural_blocks,default,No,,drop_when_silk_touch,,Yes
Packed Mud,packed_mud,64,Yes,building_blocks,default,No,,drop_self,,Yes
Painting,painting,64,No,functional_blocks,,No,,,,Yes
Pale Hanging Moss,pale_hanging_moss,64,Yes,natural_blocks,default,No,,custom,,Yes
Pale Moss Block,pale_moss_block,64,Yes,natural_blocks,default,No,,drop_self,,Yes
Pale Moss Carpet,pale_moss_carpet,64,Yes,natural_blocks,default,No,,custom,,Yes
Pale Oak Boat,pale_oak_boat,1,No,tools_and_utilities,,No,,,,No
Pale Oak Button,pale_oak_button,64,Yes,building_blocks,default,No,,drop_self,,Yes
Pale Oak Chest Boat,pale_oak_chest_boat,1,No,tools_and_utilities,,No,,,,No
Pale Oak Door,pale_oak_door,64,Yes,building_blocks,default,No,,custom,,Yes
Pale Oak Fence,pale_oak_fence,64,Yes,building_blocks,default,No,,drop_self,,Yes
Pale Oak Fence Gate,pale_oak_fence_gate,64,Yes,building_blocks,default,No,,drop_self,,Yes
Pale Oak Hanging Sign,pale_oak_hanging_sign,16,Yes,functional_blocks,default,No,,drop_self,,Yes
Pale Oak Leaves,pale_oak_leaves,64,Yes,natural_blocks,default,No,,custom,,Yes
Pale Oak Log,pale_oak_log,64,Yes,building_blocks; natural_blocks,default,No,,drop_self,,Yes
Pale Oak Planks,pale_oak_planks,64,Yes,building_blocks,default,No,,drop_self,,Yes
Pale Oak Pressure Plate,pale_oak_pressure_plate,64,Yes,building_blocks,default,No,,drop_self,,Yes
Pale Oak Sapling,pale_oak_sapling,64,Yes,natural_blocks,default,No,,drop_self,,Yes
Pale Oak Sign,pale_oak_sign,16,Yes,functional_blocks,default,No,,drop_self,,Yes
Pale Oak Slab,pale_oak_slab,64,Yes,building_blocks,default,No,,custom,,Yes
Pale Oak Stairs,pale_oak_stairs,64,Yes,building_blocks,default,No,,drop_self,,Yes
Pale Oak Trapdoor,pale_oak_trapdoor,64,Yes,building_blocks,default,No,,drop_self,,Yes
Pale Oak Wood,pale_oak_wood,64,Yes,building_blocks,default,No,,drop_self,,Yes
Panda Spawn Egg,panda_spawn_egg,64,No,spawn_eggs,,No,,,,No
Paper,paper,64,No,ingredients,,No,,,,Yes
Parrot Spawn Egg,parrot_spawn_egg,64,No,spawn_eggs,,No,,,,No
Pearlescent Froglight,pearlescent_froglight,64,Yes,natural_blocks; functional_blocks,default,No,,drop_self,,Yes
Peony,peony,64,Yes,natural_blocks,default,No,,custom,,Yes
Petrified Oak Slab,petrified_oak_slab,64,Yes,,default,No,,custom,,No
Phantom Membrane,phantom_membrane,64,No,ingredients,,No,,,,Yes
Phantom Spawn Egg,phantom_spawn_egg,64,No,spawn_eggs,,No,,,,No
Pig Spawn Egg,pig_spawn_egg,64,No,spawn_eggs,,No,,,,No
Piglin Banner Pattern,piglin_banner_pattern,1,No,ingredients,,No,,,,No
Piglin Brute Spawn Egg,piglin_brute_spawn_egg,64,No,spawn_eggs,,No,,,,No
Piglin Head,piglin_head,64,Yes,functional_blocks,default,No,,drop_self,,Yes
Piglin Spawn Egg,piglin_spawn_egg,64,No,spawn_eggs,,No,,,,No
Pillager Spawn Egg,pillager_spawn_egg,64,No,spawn_eggs,,No,,,,No
Pink Banner,pink_banner,16,Yes,colored_blocks; functional_blocks,default,No,,custom,,Yes
Pink Bed,pink_bed,1,Yes,colored_blocks; functional_blocks,default,No,,custom,,No
Pink Bundle,pink_bundle,1,No,tools_and_utilities,,No,,,,No
Pink Candle,pink_candle,64,Yes,colored_blocks; functional_blocks,default,No,,custom,,Yes
Pink Carpet,pink_carpet,64,Yes,colored_blocks,default,No,,drop_self,,Yes
Pink Concrete,pink_concrete,64,Yes,colored_blocks,default,No,,drop_self,,Yes
Pink Concrete Powder,pink_concrete_powder,64,Yes,colored_blocks,default,No,,drop_self,,Yes
Pink Dye,pink_dye,64,No,ingredients,,No,,,,Yes
Pink Glazed Terracotta,pink_glazed_terracotta,64,Yes,colored_blocks,default,No,,drop_self,,Yes
Pink Harness,pink_harness,1,No,tools_and_utilities,,No,,,,No
Pink Petals,pink_petals,64,Yes,natural_blocks,default,No,,custom,,Yes
Pink Shulker Box,pink_shulker_box,1,Yes,colored_blocks; functional_blocks,default,No,,custom,,No
Pink Stained Glass,pink_stained_glass,64,Yes,colored_blocks,default,No,,drop_when_silk_touch,,Yes
Pink Stained Glass Pane,pink_stained_glass_pane,64,Yes,colored_blocks,default,No,,drop_when_silk_touch,,Yes
Pink Terracotta,pink_terracotta,64,Yes,colored_blocks,default,No,,drop_self,,Yes
Pink Tulip,pink_tulip,64,Yes,natural_blocks,default,No,,drop_self,,Yes
Pink Wool,pink_wool,64,Yes,colored_blocks,default,No,,drop_self,,Yes
Piston,piston,64,Yes,redstone_blocks,default,No,,drop_self,,Yes
Pitcher Plant,pitcher_plant,64,Yes,natural_blocks,default,No,,drop_self,,Yes
Pitcher Pod,pitcher_pod,64,No,natural_blocks,,No,,,,Yes
Player Head,player_head,64,Yes,functional_blocks,default,No,,custom,,No
Plenty Pottery Sherd,plenty_pottery_sherd,64,No,ingredients,,No,,,,Yes
Podzol,podzol,64,Yes,natural_blocks,default,No,,custom,,Yes
Pointed Dripstone,pointed_dripstone,64,Yes,natural_blocks,default,No,,drop_self,,Yes
Poisonous Potato,poisonous_potato,64,No,food_and_drinks,,No,,,,Yes
Polar Bear Spawn Egg,polar_bear_spawn_egg,64,No,spawn_eggs,,No,,,,No
Polished Andesite,polished_andesite,64,Yes,building_blocks,default,No,,drop_self,,Yes
Polished Andesite Slab,polished_andesite_slab,64,Yes,building_blocks,default,No,,custom,,Yes
Polished Andesite Stairs,polished_andesite_stairs,64,Yes,building_blocks,default,No,,drop_self,,Yes
Polished Basalt,polished_basalt,64,Yes,building_blocks,default,No,,drop_self,,Yes
Polished Blackstone,polished_blackstone,64,Yes,building_blocks,default,No,,drop_self,,Yes
Polished Blackstone Brick Slab,polished_blackstone_brick_slab,64,Yes,building_blocks,default,No,,custom,,Yes
Polished Blackstone Brick Stairs,polished_blackstone_brick_stairs,64,Yes,building_blocks,default,No,,drop_self,,Yes
Polished Blackstone Brick Wall,polished_blackstone_brick_wall,64,Yes,building_blocks,default,No,,drop_self,,Yes
Polished Blackstone Bricks,polished_blackstone_bricks,64,Yes,building_blocks,default,No,,drop_self,,Yes
Polished Blackstone Button,polished_blackstone_button,64,Yes,building_blocks,default,No,,drop_self,,Yes
Polished Blackstone Pressure Plate,polished_blackstone_pressure_plate,64,Yes,building_blocks,default,No,,drop_self,,Yes
Polished Blackstone Slab,polished_blackstone_slab,64,Yes,building_blocks,default,No,,custom,,Yes
